SentenceID, MaskedWord, Softmax, Surprisal, Condition, EmbeddingLevel
1,at,4.189827e-05,14.542749,wh-gap,1
2,at,6.627552e-05,13.881165,wh-gap,1
3,at,4.8963168e-05,14.317944,wh-gap,1
4,at,4.568853e-05,14.417809,wh-gap,1
5,at,6.558226e-05,13.896335,wh-gap,1
6,at,4.449658e-05,14.455946,wh-gap,1
7,at,5.152333e-05,14.244414,wh-gap,1
8,at,4.8209396e-05,14.340326,wh-gap,1
9,at,7.049836e-05,13.79205,wh-gap,1
10,at,0.00012475108,12.96866,wh-gap,1
1,at,3.5268717e-05,14.791251,nwh-ngap,1
2,at,7.44892e-05,13.712609,nwh-ngap,1
3,at,4.566308e-05,14.4186125,nwh-ngap,1
4,at,4.1039923e-05,14.572613,nwh-ngap,1
5,at,6.5318716e-05,13.902144,nwh-ngap,1
6,at,4.092627e-05,14.576613,nwh-ngap,1
7,at,4.508527e-05,14.436984,nwh-ngap,1
8,at,5.288676e-05,14.206734,nwh-ngap,1
9,at,6.859097e-05,13.831622,nwh-ngap,1
10,at,0.0001240413,12.9768915,nwh-ngap,1
1,at,3.540832e-05,14.785552,nwh-gap,1
2,at,6.463708e-05,13.917278,nwh-gap,1
3,at,4.7547423e-05,14.360273,nwh-gap,1
4,at,3.5750272e-05,14.771687,nwh-gap,1
5,at,7.749697e-05,13.6555,nwh-gap,1
6,at,4.1052383e-05,14.572174,nwh-gap,1
7,at,4.4120723e-05,14.468184,nwh-gap,1
8,at,4.3465316e-05,14.489776,nwh-gap,1
9,at,5.9567676e-05,14.03511,nwh-gap,1
10,at,0.00010752402,13.183053,nwh-gap,1
1,at,4.7263424e-05,14.3689165,wh-ngap,2
2,at,0.00011224123,13.12111,wh-ngap,2
3,at,6.061835e-05,14.009886,wh-ngap,2
4,at,5.0968272e-05,14.260041,wh-ngap,2
5,at,6.1740764e-05,13.9834175,wh-ngap,2
6,at,6.6291956e-05,13.880807,wh-ngap,2
7,at,4.498482e-05,14.440203,wh-ngap,2
8,at,4.7368303e-05,14.365719,wh-ngap,2
9,at,8.2787126e-05,13.560234,wh-ngap,2
10,at,0.0001306584,12.901913,wh-ngap,2
1,at,4.6601966e-05,14.38925,wh-gap,2
2,at,0.000105676765,13.208055,wh-gap,2
3,at,6.147849e-05,13.989559,wh-gap,2
4,at,4.62089e-05,14.40147,wh-gap,2
5,at,6.57962e-05,13.891636,wh-gap,2
6,at,6.4605934e-05,13.9179735,wh-gap,2
7,at,4.0310337e-05,14.598491,wh-gap,2
8,at,4.5406636e-05,14.426738,wh-gap,2
9,at,8.1505e-05,13.582752,wh-gap,2
10,at,0.00012778121,12.934036,wh-gap,2
1,at,3.805531e-05,14.681542,nwh-ngap,2
2,at,8.487405e-05,13.524317,nwh-ngap,2
3,at,4.6243564e-05,14.400388,nwh-ngap,2
4,at,3.6348585e-05,14.747742,nwh-ngap,2
5,at,4.4523105e-05,14.455087,nwh-ngap,2
6,at,4.757919e-05,14.35931,nwh-ngap,2
7,at,3.7767364e-05,14.6925,nwh-ngap,2
8,at,3.363771e-05,14.859561,nwh-ngap,2
9,at,7.031913e-05,13.795723,nwh-ngap,2
10,at,9.986266e-05,13.289695,nwh-ngap,2
1,at,3.9805727e-05,14.616665,nwh-gap,2
2,at,6.839254e-05,13.835801,nwh-gap,2
