SentenceID, MaskedWord, Softmax, Surprisal, Condition, EmbeddingLevel
2,at,0.20519191,2.2849543,wh-ngap,2
3,at,0.41505486,1.2686261,wh-ngap,2
4,at,0.1372376,2.8652523,wh-ngap,2
5,at,0.020070273,5.638796,wh-ngap,2
6,at,0.3198417,1.64457,wh-ngap,2
7,at,0.17831859,2.487471,wh-ngap,2
8,at,0.4113248,1.2816501,wh-ngap,2
9,at,0.3983246,1.3279835,wh-ngap,2
10,at,0.091243185,3.4541395,wh-ngap,2
1,at,0.22506477,2.151588,wh-gap,2
2,at,0.27051073,1.8862423,wh-gap,2
3,at,0.35621795,1.4891679,wh-gap,2
4,at,0.41631866,1.2642399,wh-gap,2
5,at,0.04120613,4.6009974,wh-gap,2
6,at,0.27499655,1.8625146,wh-gap,2
7,at,0.24147047,2.0500813,wh-gap,2
8,at,0.5194237,0.9450162,wh-gap,2
9,at,0.4008182,1.3189801,wh-gap,2
10,at,0.08557691,3.5466347,wh-gap,2
1,at,0.22802733,2.1327214,nwh-ngap,2
2,at,0.14841343,2.7523065,nwh-ngap,2
3,at,0.36668247,1.4473968,nwh-ngap,2
4,at,0.3008119,1.7330666,nwh-ngap,2
5,at,0.15833192,2.658976,nwh-ngap,2
6,at,0.19514498,2.3573818,nwh-ngap,2
7,at,0.29100633,1.7808776,nwh-ngap,2
8,at,0.44284114,1.1751388,nwh-ngap,2
9,at,0.34032536,1.5550134,nwh-ngap,2
10,at,0.18397102,2.4424496,nwh-ngap,2
1,at,0.23510942,2.0885959,nwh-gap,2
2,at,0.0033362494,8.227557,nwh-gap,2
3,at,0.3721694,1.4259686,nwh-gap,2
4,at,0.001230908,9.666061,nwh-gap,2
5,at,0.07365929,3.7629886,nwh-gap,2
6,at,0.004333381,7.8502913,nwh-gap,2
7,at,0.21287951,2.231891,nwh-gap,2
8,at,0.031055424,5.009011,nwh-gap,2
9,at,0.32551652,1.6191974,nwh-gap,2
10,at,0.0049016015,7.672531,nwh-gap,2
1,at,0.21274336,2.232814,wh-ngap,3
2,at,0.22057793,2.1806397,wh-ngap,3
3,at,0.41884917,1.2554972,wh-ngap,3
4,at,0.28558466,1.8080096,wh-ngap,3
5,at,0.014594924,6.0983896,wh-ngap,3
6,at,0.3444265,1.5377319,wh-ngap,3
7,at,0.24237359,2.0446956,wh-ngap,3
8,at,0.54500765,0.8756516,wh-ngap,3
9,at,0.47613513,1.070557,wh-ngap,3
10,at,0.20158009,2.310575,wh-ngap,3
1,at,0.24173963,2.048474,wh-gap,3
2,at,0.33818543,1.5641136,wh-gap,3
3,at,0.35889536,1.4783648,wh-gap,3
4,at,0.054707315,4.1921225,wh-gap,3
5,at,0.019266125,5.6977897,wh-gap,3
6,at,0.07400405,3.756252,wh-gap,3
7,at,0.29348388,1.7686468,wh-gap,3
8,at,0.43434954,1.2030716,wh-gap,3
9,at,0.50613505,0.9824057,wh-gap,3
10,at,0.08824677,3.5023127,wh-gap,3
1,at,0.2622881,1.9307758,nwh-ngap,3
2,at,0.22968648,2.1222622,nwh-ngap,3
3,at,0.4069399,1.2971123,nwh-ngap,3
4,at,0.31500867,1.6665366,nwh-ngap,3
5,at,0.12177788,3.037676,nwh-ngap,3
6,at,0.28255633,1.8233896,nwh-ngap,3
7,at,0.26112288,1.9371992,nwh-ngap,3
8,at,0.5399642,0.8890643,nwh-ngap,3
9,at,0.3521952,1.5055528,nwh-ngap,3
10,at,0.20243049,2.3045015,nwh-ngap,3
1,at,0.21982534,2.1855705,nwh-gap,3
2,at,0.0037678068,8.052059,nwh-gap,3
3,at,0.34884092,1.5193589,nwh-gap,3
4,at,0.0025209393,8.631823,nwh-gap,3
5,at,0.050024327,4.321226,nwh-gap,3
6,at,0.0049048974,7.6715612,nwh-gap,3
7,at,0.28640136,1.8038898,nwh-gap,3
8,at,0.057466812,4.121127,nwh-gap,3
9,at,0.1804784,2.4701018,nwh-gap,3
10,at,0.0453665,4.462229,nwh-gap,3
1,at,0.28264135,1.8229556,wh-ngap,4
2,at,0.25404418,1.9768487,wh-ngap,4
3,at,0.44800332,1.1584187,wh-ngap,4
4,at,0.32200426,1.6348484,wh-ngap,4
5,at,0.06360127,3.9748006,wh-ngap,4
6,at,0.26040676,1.9411612,wh-ngap,4
7,at,0.18711217,2.4180248,wh-ngap,4
8,at,0.51613784,0.9541717,wh-ngap,4
9,at,0.47828293,1.0640638,wh-ngap,4
10,at,0.2586753,1.9507858,wh-ngap,4
1,at,0.31274933,1.6769214,wh-gap,4
2,at,0.3278906,1.6087135,wh-gap,4
3,at,0.35528272,1.4929606,wh-gap,4
4,at,0.0044706753,7.8052917,wh-gap,4
5,at,0.06568796,3.9282272,wh-gap,4
6,at,0.22443356,2.1556396,wh-gap,4
7,at,0.26611835,1.9098601,wh-gap,4
8,at,0.43135637,1.2130479,wh-gap,4
9,at,0.39854744,1.3271766,wh-gap,4
10,at,0.09320629,3.423429,wh-gap,4
1,at,0.3235184,1.6280804,nwh-ngap,4
2,at,0.2687547,1.8956381,nwh-ngap,4
3,at,0.4832536,1.0491476,nwh-ngap,4
4,at,0.3396883,1.5577166,nwh-ngap,4
5,at,0.13671747,2.8707304,nwh-ngap,4
6,at,0.29023537,1.7847047,nwh-ngap,4
7,at,0.31088662,1.6855396,nwh-ngap,4
8,at,0.5987034,0.7400867,nwh-ngap,4
9,at,0.44735277,1.1605152,nwh-ngap,4
10,at,0.23652764,2.0799193,nwh-ngap,4
1,at,0.25344878,1.9802339,nwh-gap,4
2,at,0.0066927047,7.223195,nwh-gap,4
3,at,0.39594772,1.3366182,nwh-gap,4
4,at,0.00492897,7.6644983,nwh-gap,4
5,at,0.061256237,4.0289993,nwh-gap,4
6,at,0.008238488,6.9234047,nwh-gap,4
7,at,0.31312385,1.6751947,nwh-gap,4
8,at,0.12191927,3.036002,nwh-gap,4
9,at,0.21188413,2.2386527,nwh-gap,4
10,at,0.0860759,3.5382469,nwh-gap,4
