SentenceID, MaskedWord, Softmax, Surprisal, Condition, EmbeddingLevel
2,at,0.0056033945,7.479483,nwh-gap,3
3,at,0.4674835,1.0970126,nwh-gap,3
4,at,0.004347927,7.8454566,nwh-gap,3
5,at,0.010083164,6.631908,nwh-gap,3
6,at,0.0074670943,7.0652375,nwh-gap,3
7,at,0.031503975,4.9883223,nwh-gap,3
8,at,0.0052224044,7.58107,nwh-gap,3
9,at,0.034383997,4.8621187,nwh-gap,3
10,at,0.04891839,4.3534794,nwh-gap,3
1,at,0.28346372,1.818764,wh-ngap,4
2,at,0.17650138,2.5022485,wh-ngap,4
3,at,0.5149968,0.95736456,wh-ngap,4
4,at,0.30280685,1.7235302,wh-ngap,4
5,at,0.030455433,5.0371566,wh-ngap,4
6,at,0.2289649,2.1268017,wh-ngap,4
7,at,0.3117574,1.6815044,wh-ngap,4
8,at,0.5377565,0.894975,wh-ngap,4
9,at,0.6568762,0.6063066,wh-ngap,4
10,at,0.27800605,1.8468119,wh-ngap,4
1,at,0.35050434,1.5124958,wh-gap,4
2,at,0.22259216,2.1675253,wh-gap,4
3,at,0.4090944,1.2894943,wh-gap,4
4,at,0.03670689,4.767805,wh-gap,4
5,at,0.007448177,7.068897,wh-gap,4
6,at,0.023375291,5.418872,wh-gap,4
7,at,0.31074974,1.6861749,wh-gap,4
8,at,0.38502958,1.3769588,wh-gap,4
9,at,0.20637791,2.2766395,wh-gap,4
10,at,0.21962737,2.1868703,wh-gap,4
1,at,0.2701702,1.8880595,nwh-ngap,4
2,at,0.1839744,2.442423,nwh-ngap,4
3,at,0.54510057,0.87540567,nwh-ngap,4
4,at,0.30122405,1.7310911,nwh-ngap,4
5,at,0.08571249,3.5443506,nwh-ngap,4
6,at,0.28560662,1.8078986,nwh-ngap,4
7,at,0.37241086,1.425033,nwh-ngap,4
8,at,0.50984156,0.9718791,nwh-ngap,4
9,at,0.6078537,0.71820396,nwh-ngap,4
10,at,0.30174845,1.7285817,nwh-ngap,4
1,at,0.13185555,2.9229698,nwh-gap,4
2,at,0.006301908,7.3099957,nwh-gap,4
3,at,0.4423904,1.176608,nwh-gap,4
4,at,0.0050284714,7.6356645,nwh-gap,4
5,at,0.010530991,6.569215,nwh-gap,4
6,at,0.009387513,6.735041,nwh-gap,4
7,at,0.05587058,4.1617675,nwh-gap,4
8,at,0.007133031,7.131269,nwh-gap,4
9,at,0.04645531,4.428013,nwh-gap,4
10,at,0.08669359,3.5279307,nwh-gap,4
