Surprisal, VerbCondition, FillerCondition, EmbeddingLevel
3.8091657,V-pl,N-pl,3
3.6785336,V-sg,N-pl,3
4.673269,V-pl,N-pl,3
2.9369853,V-sg,N-pl,3
0.5724081,V-pl,N-pl,3
1.4413952,V-sg,N-pl,3
2.8289263,V-pl,N-pl,3
2.5232568,V-sg,N-pl,3
4.2530556,V-pl,N-pl,3
5.8743167,V-sg,N-pl,3
0.26153475,V-pl,N-pl,3
2.374918,V-sg,N-pl,3
3.729602,V-pl,N-pl,3
1.4312927,V-sg,N-pl,3
3.407017,V-pl,N-pl,3
3.21182,V-sg,N-pl,3
4.3324003,V-pl,N-pl,3
1.37839,V-sg,N-pl,3
3.3192375,V-pl,N-pl,3
2.9154446,V-sg,N-pl,3
3.926292,V-pl,N-pl,3
0.81488866,V-sg,N-sg,3
6.6362925,V-pl,N-sg,3
3.0883932,V-sg,N-sg,3
7.7628756,V-pl,N-sg,3
2.1760843,V-sg,N-sg,3
3.50529,V-pl,N-sg,3
2.4508643,V-sg,N-sg,3
4.478738,V-pl,N-sg,3
0.8897915,V-sg,N-sg,3
5.811284,V-pl,N-sg,3
1.9708894,V-sg,N-sg,3
6.0050793,V-pl,N-sg,3
0.6941601,V-sg,N-sg,3
3.8114119,V-pl,N-sg,3
0.78827465,V-sg,N-sg,3
4.8707676,V-pl,N-sg,3
0.44639707,V-sg,N-sg,3
4.623769,V-pl,N-sg,3
0.547624,V-sg,N-sg,3
3.9144225,V-pl,N-sg,3
0.6967492,V-sg,N-sg,3
4.266018,V-pl,N-sg,3
0.43631867,V-sg,N-sg,3
4.1272864,V-pl,N-sg,3
0.15319508,V-sg,N-sg,3
5.6859775,V-pl,N-sg,3
1.4167254,V-sg,N-sg,3
3.7105227,V-pl,N-sg,3
0.47216472,V-sg,N-sg,3
5.046858,V-pl,N-sg,3
1.3274539,V-sg,N-sg,3
3.4775507,V-pl,N-sg,3
0.31577316,V-sg,N-sg,3
5.953739,V-pl,N-sg,3
2.2140038,V-sg,N-sg,3
3.8372972,V-pl,N-sg,3
0.6537982,V-sg,N-sg,3
3.6525702,V-pl,N-sg,3
0.5826639,V-sg,N-sg,3
3.3480294,V-pl,N-sg,3
9.831627,V-sg,N-pl,4
8.363175,V-pl,N-pl,4
11.488904,V-sg,N-pl,4
10.851094,V-pl,N-pl,4
10.690234,V-sg,N-pl,4
9.903017,V-pl,N-pl,4
11.872484,V-sg,N-pl,4
11.156956,V-pl,N-pl,4
9.252365,V-sg,N-pl,4
7.71239,V-pl,N-pl,4
10.447839,V-sg,N-pl,4
9.485722,V-pl,N-pl,4
6.684757,V-sg,N-pl,4
6.5604925,V-pl,N-pl,4
6.567298,V-sg,N-pl,4
7.1775208,V-pl,N-pl,4
5.861138,V-sg,N-pl,4
6.3383346,V-pl,N-pl,4
5.877126,V-sg,N-pl,4
6.5672083,V-pl,N-pl,4
5.537871,V-sg,N-pl,4
6.4175406,V-pl,N-pl,4
5.932873,V-sg,N-pl,4
6.210535,V-pl,N-pl,4
6.647123,V-sg,N-pl,4
6.7435136,V-pl,N-pl,4
6.5244665,V-sg,N-pl,4
6.6458073,V-pl,N-pl,4
7.1512756,V-sg,N-pl,4
7.130434,V-pl,N-pl,4
5.445917,V-sg,N-pl,4
6.224372,V-pl,N-pl,4
5.531002,V-sg,N-pl,4
6.3169184,V-pl,N-pl,4
5.637911,V-sg,N-pl,4
6.493559,V-pl,N-pl,4
5.7374682,V-sg,N-pl,4
6.1150417,V-pl,N-pl,4
5.7265906,V-sg,N-pl,4
6.581877,V-pl,N-pl,4
7.3370867,V-sg,N-sg,4
7.036233,V-pl,N-sg,4
9.226575,V-sg,N-sg,4
9.258678,V-pl,N-sg,4
8.941596,V-sg,N-sg,4
7.9882493,V-pl,N-sg,4
11.605414,V-sg,N-sg,4
11.336369,V-pl,N-sg,4
6.2661343,V-sg,N-sg,4
5.994704,V-pl,N-sg,4
8.353505,V-sg,N-sg,4
7.535888,V-pl,N-sg,4
6.441477,V-sg,N-sg,4
6.0727763,V-pl,N-sg,4
6.2460475,V-sg,N-sg,4
7.331554,V-pl,N-sg,4
5.4714484,V-sg,N-sg,4
6.533679,V-pl,N-sg,4
5.5449142,V-sg,N-sg,4
6.32806,V-pl,N-sg,4
5.8460617,V-sg,N-sg,4
6.2873063,V-pl,N-sg,4
5.0253086,V-sg,N-sg,4
6.0210166,V-pl,N-sg,4
5.662653,V-sg,N-sg,4
5.604835,V-pl,N-sg,4
6.3972254,V-sg,N-sg,4
6.5669384,V-pl,N-sg,4
6.6518493,V-sg,N-sg,4
7.034042,V-pl,N-sg,4
5.6913047,V-sg,N-sg,4
6.2867646,V-pl,N-sg,4
5.1418734,V-sg,N-sg,4
5.807253,V-pl,N-sg,4
5.6390123,V-sg,N-sg,4
6.5287604,V-pl,N-sg,4
5.3819113,V-sg,N-sg,4
6.2256575,V-pl,N-sg,4
5.618586,V-sg,N-sg,4
6.1997256,V-pl,N-sg,4
