SentenceID, MaskedWord, Softmax, Surprisal, Condition, EmbeddingLevel
8,at,0.8751223,0.19244343,wh-ngap,4
9,at,0.7810563,0.35650158,wh-ngap,4
10,at,0.6858217,0.5440945,wh-ngap,4
1,at,0.9375609,0.09301566,wh-gap,4
2,at,0.34034878,1.5549141,wh-gap,4
3,at,0.90972227,0.13650192,wh-gap,4
4,at,0.9296126,0.105298504,wh-gap,4
5,at,0.91551113,0.12735067,wh-gap,4
6,at,0.7918957,0.33661768,wh-gap,4
7,at,0.40757602,1.2948589,wh-gap,4
8,at,0.76296306,0.39031488,wh-gap,4
9,at,0.8133792,0.29799995,wh-gap,4
10,at,0.4693415,1.0912901,wh-gap,4
1,at,0.91806763,0.12332765,nwh-ngap,4
2,at,0.35218558,1.5055922,nwh-ngap,4
3,at,0.9555851,0.065543704,nwh-ngap,4
4,at,0.8920574,0.16479152,nwh-ngap,4
5,at,0.8938446,0.16190405,nwh-ngap,4
6,at,0.37626854,1.4101654,nwh-ngap,4
7,at,0.5688455,0.8138912,nwh-ngap,4
8,at,0.7651993,0.38609254,nwh-ngap,4
9,at,0.59250677,0.75509644,nwh-ngap,4
10,at,0.49702364,1.0086136,nwh-ngap,4
1,at,0.32682413,1.6134136,nwh-gap,4
2,at,0.007855531,6.9920754,nwh-gap,4
3,at,0.53405416,0.90494204,nwh-gap,4
4,at,0.66099614,0.5972862,nwh-gap,4
5,at,0.3145343,1.6687107,nwh-gap,4
6,at,0.07804168,3.6796114,nwh-gap,4
7,at,0.16591045,2.5915234,nwh-gap,4
8,at,0.0077831387,7.005432,nwh-gap,4
9,at,0.039207317,4.6727333,nwh-gap,4
10,at,0.023582231,5.406156,nwh-gap,4
1,at,0.48577002,1.0416547,wh-ngap,1
2,at,0.32534307,1.6199663,wh-ngap,1
3,at,0.62498635,0.67810345,wh-ngap,1
4,at,0.19555499,2.3543537,wh-ngap,1
5,at,0.49859697,1.004054,wh-ngap,1
6,at,0.50446707,0.987168,wh-ngap,1
7,at,0.63136595,0.6634516,wh-ngap,1
8,at,0.6951975,0.52450514,wh-ngap,1
9,at,0.000112147434,13.122315,wh-ngap,1
10,at,0.61524326,0.70077115,wh-ngap,1
1,at,0.6655608,0.58735764,wh-gap,1
2,at,0.44510216,1.1677916,wh-gap,1
3,at,0.79359007,0.33353412,wh-gap,1
4,at,0.6000525,0.7368394,wh-gap,1
5,at,0.6544202,0.6117108,wh-gap,1
6,at,0.64506876,0.63247514,wh-gap,1
