SentenceID, MaskedWord, Softmax, Surprisal, Condition, EmbeddingLevel
6,at,0.002870324,8.444571,nwh-gap,2
7,at,0.23048174,2.1172757,nwh-gap,2
8,at,0.08239322,3.6013305,nwh-gap,2
9,at,0.09276069,3.4303427,nwh-gap,2
10,at,0.0002978249,11.713248,nwh-gap,2
1,at,0.16944893,2.5610776,wh-ngap,3
2,at,0.25405696,1.9767761,wh-ngap,3
3,at,0.45818922,1.1259845,wh-ngap,3
4,at,0.22847353,2.1299012,wh-ngap,3
5,at,0.061551776,4.0220556,wh-ngap,3
6,at,0.3605821,1.4716003,wh-ngap,3
7,at,0.18190758,2.4587224,wh-ngap,3
8,at,0.5371848,0.89650965,wh-ngap,3
9,at,0.38065898,1.3934289,wh-ngap,3
10,at,0.30096322,1.7323409,wh-ngap,3
1,at,0.21873125,2.1927688,wh-gap,3
2,at,0.26604152,1.9102767,wh-gap,3
3,at,0.40247747,1.31302,wh-gap,3
4,at,0.2968656,1.7521181,wh-gap,3
5,at,0.11135758,3.1667283,wh-gap,3
6,at,0.31321084,1.674794,wh-gap,3
7,at,0.22944392,2.1237864,wh-gap,3
8,at,0.450572,1.1501703,wh-gap,3
9,at,0.45053005,1.1503048,wh-gap,3
10,at,0.106815726,3.226804,wh-gap,3
1,at,0.18834792,2.408528,nwh-ngap,3
2,at,0.24943009,2.0032926,nwh-ngap,3
3,at,0.38016742,1.3952932,nwh-ngap,3
4,at,0.30403358,1.7176974,nwh-ngap,3
5,at,0.15548961,2.6851099,nwh-ngap,3
6,at,0.25366858,1.9789833,nwh-ngap,3
7,at,0.18741736,2.4156735,nwh-ngap,3
8,at,0.48569638,1.0418733,nwh-ngap,3
9,at,0.25674638,1.9615841,nwh-ngap,3
10,at,0.23727676,2.0753572,nwh-ngap,3
1,at,0.19288015,2.3742235,nwh-gap,3
2,at,0.0011560568,9.756572,nwh-gap,3
3,at,0.31529722,1.6652157,nwh-gap,3
4,at,0.0024596853,8.667311,nwh-gap,3
5,at,0.021345846,5.549901,nwh-gap,3
6,at,0.0038461175,8.022382,nwh-gap,3
7,at,0.29802212,1.7465087,nwh-gap,3
8,at,0.04769338,4.390067,nwh-gap,3
9,at,0.17018314,2.55484,nwh-gap,3
10,at,0.019670473,5.6678247,nwh-gap,3
1,at,0.32976758,1.6004785,wh-ngap,4
2,at,0.3205652,1.6413103,wh-ngap,4
3,at,0.49203908,1.0231552,wh-ngap,4
4,at,0.31240916,1.6784914,wh-ngap,4
5,at,0.12842093,2.9610476,wh-ngap,4
6,at,0.39183235,1.3516916,wh-ngap,4
7,them,4.3205237e-06,17.820362,wh-ngap,4
8,at,0.60210264,0.7319187,wh-ngap,4
9,at,0.47657537,1.0692236,wh-ngap,4
10,at,0.32207385,1.6345366,wh-ngap,4
1,at,0.30066195,1.7337857,wh-gap,4
2,at,0.25893852,1.9493185,wh-gap,4
3,at,0.4119394,1.279496,wh-gap,4
4,at,0.022921087,5.4471807,wh-gap,4
5,at,0.18234164,2.455284,wh-gap,4
6,at,0.26611868,1.9098583,wh-gap,4
7,at,0.3497301,1.5156862,wh-gap,4
8,at,0.53321475,0.9072114,wh-gap,4
9,at,0.5292626,0.9179444,wh-gap,4
10,at,0.11044836,3.178556,wh-gap,4
1,at,0.25586942,1.9665203,nwh-ngap,4
2,at,0.28599444,1.805941,nwh-ngap,4
3,at,0.45427614,1.1383586,nwh-ngap,4
4,at,0.31955722,1.6458538,nwh-ngap,4
5,at,0.14878573,2.748692,nwh-ngap,4
6,at,0.38697708,1.3696799,nwh-ngap,4
7,at,0.28131956,1.8297182,nwh-ngap,4
8,at,0.5226077,0.9361998,nwh-ngap,4
9,at,0.37550408,1.4130995,nwh-ngap,4
10,at,0.28315085,1.8203572,nwh-ngap,4
1,at,0.2167035,2.2062056,nwh-gap,4
2,at,0.002580296,8.598248,nwh-gap,4
3,at,0.33388412,1.5825806,nwh-gap,4
4,at,0.0031576022,8.306955,nwh-gap,4
5,at,0.04553116,4.457002,nwh-gap,4
6,at,0.0036008772,8.117435,nwh-gap,4
7,at,0.28739443,1.798896,nwh-gap,4
8,at,0.06273308,3.9946299,nwh-gap,4
9,at,0.3032296,1.7215176,nwh-gap,4
10,at,0.06424512,3.9602692,nwh-gap,4
